MaTin,ThanhPho,QuanHuyen,PhuongXa,DuAn,LoaiHinh,TinhTrang,DienTich_m2,SoPhongNgu,SoWC,HuongBanCong,Tang,NamBanGiao,PhapLy,NoiThat,GiaTyVND,GiaTrieu_m2,PhiQuanLyNghin_m2,ChoDoXe,GanMetro,HoBoi,PhongGym,NoiBat,NgayDangTin,GhiChuNguon
HCM0113,TP.HCM,Bình Tân,Bình Trị Đông B,Masteri Vista,Chung cư,Đang bán,84.3,3,2,Nam,36,2012,Đang chờ sổ,Cơ bản,3.98,47.3,23.5,Không rõ,Có,Có,Có,Gần trung tâm thương mại,2026-01-11,Dữ liệu tổng hợp mô phỏng
HCM0114,TP.HCM,Thủ Đức,Trường Thọ,Moonlight Avenue,Chung cư,Đang bán,46.8,1,1,Nam,14,2020,Sổ hồng lâu dài,Cơ bản,3.67,78.4,25.2,Không rõ,Không,Có,Có,Ban công rộng,2025-10-17,Dữ liệu tổng hợp mô phỏng
HCM0115,TP.HCM,Gò Vấp,Phường 7,Richmond Residence,Chung cư,Cần bán gấp,59.7,2,2,Đông Bắc,42,2026,HĐMB,Nội thất cao cấp,4.13,69.3,20.0,Ô tô + xe máy,Có,Có,Không,Gần công viên,2026-02-20,Dữ liệu tổng hợp mô phỏng
HCM0116,TP.HCM,Quận 1,Nguyễn Thái Bình,Vinhomes Golden River,Chung cư,Chuyển nhượng,120.9,3,2,Tây Bắc,36,2013,Sổ hồng lâu dài,Cơ bản,21.91,181.2,17.8,Ô tô + xe máy,Có,Có,Có,Đầy đủ tiện ích,2025-12-27,Dữ liệu tổng hợp mô phỏng
HCM0117,TP.HCM,Quận 1,Bến Nghé,Vinhomes Golden River,Chung cư,Chuyển nhượng,69.5,2,2,Đông,27,2016,Sổ hồng lâu dài,Nội thất cao cấp,11.66,167.8,11.4,Ô tô + xe máy,Không,Không,Có,Gần trường quốc tế,2025-10-27,Dữ liệu tổng hợp mô phỏng
HCM0118,TP.HCM,Quận 1,Đa Kao,The MarQ,Chung cư,Chuyển nhượng,65.6,2,2,Tây Bắc,37,2012,Đang chờ sổ,Cơ bản,12.25,186.9,20.3,Ô tô + xe máy,Có,Có,Có,Gần trung tâm thương mại,2026-01-18,Dữ liệu tổng hợp mô phỏng
HCM0119,TP.HCM,Quận 4,Phường 1,Celadon Vista,Chung cư,Cần bán gấp,45.6,1,1,Đông Nam,10,2026,Sổ hồng lâu dài,Full nội thất,4.63,101.5,15.0,Ô tô + xe máy,Không,Có,Có,Tầng trung đẹp,2026-02-05,Dữ liệu tổng hợp mô phỏng
HCM0120,TP.HCM,Gò Vấp,Phường 7,Jamona Tower,Chung cư,Đang bán,112.0,3,3,Đông,16,2026,Sổ hồng lâu dài,Nhà thô,8.28,74.0,14.8,Ô tô riêng,Có,Không,Có,View nội khu yên tĩnh,2025-10-31,Dữ liệu tổng hợp mô phỏng
HCM0121,TP.HCM,Thủ Đức,Linh Đông,Saigon Royal Garden,Chung cư,Đang bán,51.8,1,1,Tây,7,2022,Sổ hồng lâu dài,Full nội thất,4.18,80.7,21.3,Không rõ,Không,Có,Có,Căn góc,2026-01-27,Dữ liệu tổng hợp mô phỏng
HCM0122,TP.HCM,Quận 7,Tân Hưng,Sunshine Diamond River,Chung cư,Chuyển nhượng,175.5,4,3,Đông,15,2014,Sổ hồng lâu dài,Full nội thất,12.85,73.2,15.0,Ô tô + xe máy,Không,Có,Có,Ban công rộng,2025-12-18,Dữ liệu tổng hợp mô phỏng
HCM0123,TP.HCM,Thủ Đức,Trường Thọ,Vinhomes Grand Park,Chung cư,Cần bán gấp,88.5,3,2,Nam,23,2012,Sổ hồng lâu dài,Nội thất cao cấp,6.51,73.5,24.6,Ô tô + xe máy,Có,Có,Có,Gần trường quốc tế,2026-01-25,Dữ liệu tổng hợp mô phỏng
HCM0124,TP.HCM,Thủ Đức,Hiệp Bình Chánh,Vinhomes Grand Park,Chung cư,Chuyển nhượng,99.7,3,3,Tây,7,2025,Sổ hồng lâu dài,Nội thất cao cấp,7.63,76.5,9.0,Xe máy,Có,Có,Có,Gần trường quốc tế,2026-01-17,Dữ liệu tổng hợp mô phỏng
HCM0125,TP.HCM,Thủ Đức,An Khánh,The Tresor Vista,Chung cư,Đang bán,71.9,2,2,Tây Bắc,27,2024,Sổ hồng lâu dài,Full nội thất,6.53,90.8,22.8,Ô tô + xe máy,Không,Có,Có,Đầy đủ tiện ích,2025-12-15,Dữ liệu tổng hợp mô phỏng
HCM0126,TP.HCM,Thủ Đức,Hiệp Bình Chánh,Fiato Premier,Chung cư,Đang bán,183.7,4,3,Bắc,12,2019,HĐMB,Full nội thất,13.43,73.1,25.4,Không rõ,Không,Có,Có,Căn góc,2026-03-04,Dữ liệu tổng hợp mô phỏng
HCM0127,TP.HCM,Bình Tân,An Lạc,Celadon Park,Chung cư,Đang bán,95.9,3,3,Tây Bắc,29,2026,Sổ hồng lâu dài,Cơ bản,5.21,54.3,15.2,Xe máy,Có,Có,Có,Gần trung tâm thương mại,2025-10-23,Dữ liệu tổng hợp mô phỏng
HCM0128,TP.HCM,Phú Nhuận,Phường 15,Botanica Premier,Chung cư,Chuyển nhượng,64.2,2,2,Đông,28,2014,Đang chờ sổ,Nội thất cao cấp,6.15,95.7,23.7,Ô tô + xe máy,Có,Có,Không,Đầy đủ tiện ích,2025-11-28,Dữ liệu tổng hợp mô phỏng
HCM0129,TP.HCM,Thủ Đức,Linh Đông,Masteri An Phú,Chung cư,Đang bán,60.2,2,2,Tây,39,2024,Sổ hồng lâu dài,Cơ bản,5.07,84.3,23.6,Ô tô + xe máy,Không,Có,Không,Tầng trung đẹp,2025-11-25,Dữ liệu tổng hợp mô phỏng
HCM0130,TP.HCM,Tân Bình,Phường 2,Sky Center,Chung cư,Cần bán gấp,56.4,1,1,Đông Nam,6,2017,Sổ hồng lâu dài,Full nội thất,3.86,68.5,11.8,Ô tô riêng,Có,Không,Có,Gần công viên,2025-12-09,Dữ liệu tổng hợp mô phỏng
HCM0131,TP.HCM,Quận 7,Bình Thuận,Sunrise City,Chung cư,Đang bán,55.6,1,1,Nam,13,2018,Sổ hồng lâu dài,Cơ bản,4.96,89.2,20.6,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2025-12-17,Dữ liệu tổng hợp mô phỏng
HCM0132,TP.HCM,Gò Vấp,Phường 7,Sunrise Garden,Chung cư,Cần bán gấp,60.1,2,2,Nam,4,2021,Sổ hồng 50 năm,Cơ bản,3.79,63.0,11.3,Ô tô riêng,Không,Không,Có,Ban công rộng,2026-03-19,Dữ liệu tổng hợp mô phỏng
HCM0133,TP.HCM,Quận 2,Bình An,Lumiere Riverside,Chung cư,Đang bán,121.3,3,2,Đông,15,2022,Sổ hồng lâu dài,Nhà thô,18.67,153.9,8.3,Ô tô riêng,Có,Có,Không,Gần trung tâm thương mại,2025-11-29,Dữ liệu tổng hợp mô phỏng
HCM0134,TP.HCM,Bình Thạnh,Phường 25,Sunwah Pearl,Chung cư,Chuyển nhượng,42.8,1,1,Tây Bắc,22,2016,HĐMB,Cơ bản,3.69,86.3,9.4,Xe máy,Có,Không,Có,Tầng trung đẹp,2026-04-05,Dữ liệu tổng hợp mô phỏng
HCM0135,TP.HCM,Quận 7,Tân Phú,Akari Garden,Chung cư,Cần bán gấp,92.2,3,3,Đông Bắc,24,2017,HĐMB,Cơ bản,8.06,87.4,14.2,Không rõ,Không,Có,Có,Căn góc,2026-03-19,Dữ liệu tổng hợp mô phỏng
HCM0136,TP.HCM,Gò Vấp,Phường 1,Sunwah Grand,Chung cư,Đang bán,40.6,1,1,Tây Bắc,9,2015,Đang chờ sổ,Nhà thô,2.3,56.8,23.5,Ô tô + xe máy,Có,Không,Không,Tầng trung đẹp,2026-03-22,Dữ liệu tổng hợp mô phỏng
HCM0137,TP.HCM,Thủ Đức,Hiệp Bình Chánh,Vinhomes Grand Park,Chung cư,Cần bán gấp,84.8,3,2,Tây Bắc,6,2023,Sổ hồng lâu dài,Cơ bản,7.12,84.0,9.6,Ô tô + xe máy,Không,Có,Có,Đầy đủ tiện ích,2026-01-17,Dữ liệu tổng hợp mô phỏng
HCM0138,TP.HCM,Gò Vấp,Phường 7,Masteri Plaza,Chung cư,Đang bán,60.6,2,2,Nam,21,2023,Sổ hồng lâu dài,Full nội thất,4.44,73.2,11.2,Ô tô + xe máy,Có,Có,Không,View sông thoáng,2025-10-12,Dữ liệu tổng hợp mô phỏng
HCM0139,TP.HCM,Gò Vấp,Phường 3,Masteri Heights,Chung cư,Đang bán,50.7,1,1,Đông Bắc,40,2016,Đang chờ sổ,Cơ bản,3.09,60.9,17.5,Xe máy,Không,Có,Có,View sông thoáng,2026-03-25,Dữ liệu tổng hợp mô phỏng
HCM0140,TP.HCM,Gò Vấp,Phường 1,Saigon Royal Pearl,Chung cư,Đang bán,79.5,2,2,Đông Bắc,8,2022,HĐMB,Full nội thất,5.65,71.1,18.6,Không rõ,Có,Có,Có,View sông thoáng,2025-11-15,Dữ liệu tổng hợp mô phỏng
HCM0141,TP.HCM,Bình Thạnh,Phường 13,Wilton Tower,Chung cư,Đang bán,64.0,2,2,Tây Nam,34,2017,HĐMB,Cơ bản,6.23,97.3,23.8,Ô tô + xe máy,Không,Không,Có,Gần công viên,2025-12-15,Dữ liệu tổng hợp mô phỏng
HCM0142,TP.HCM,Bình Tân,An Lạc,Richmond Riverside,Chung cư,Chuyển nhượng,97.2,3,2,Đông Nam,28,2017,Sổ hồng lâu dài,Cơ bản,5.16,53.1,11.3,Ô tô + xe máy,Có,Có,Có,View nội khu yên tĩnh,2025-12-03,Dữ liệu tổng hợp mô phỏng
HCM0143,TP.HCM,Gò Vấp,Phường 10,The Tresor Tower,Chung cư,Chuyển nhượng,60.7,2,2,Tây Bắc,41,2023,HĐMB,Cơ bản,4.51,74.3,9.9,Không rõ,Không,Có,Có,Gần tuyến metro,2025-12-04,Dữ liệu tổng hợp mô phỏng
HCM0144,TP.HCM,Quận 1,Đa Kao,Grand Marina Saigon,Chung cư,Chuyển nhượng,65.2,2,2,Bắc,22,2022,Sổ hồng lâu dài,Cơ bản,12.71,195.1,20.4,Ô tô + xe máy,Không,Có,Có,Ban công rộng,2025-12-24,Dữ liệu tổng hợp mô phỏng
HCM0145,TP.HCM,Gò Vấp,Phường 5,Celadon Heights,Chung cư,Chuyển nhượng,82.1,2,2,Đông,33,2024,Đang chờ sổ,Nội thất cao cấp,5.81,70.8,22.1,Xe máy,Không,Không,Có,Gần trung tâm thương mại,2025-12-05,Dữ liệu tổng hợp mô phỏng
HCM0146,TP.HCM,Quận 7,Tân Phú,Vinhomes Heights,Chung cư,Chuyển nhượng,59.5,2,2,Bắc,23,2013,Đang chờ sổ,Nội thất cao cấp,4.82,81.0,21.1,Ô tô + xe máy,Có,Có,Không,Gần trường quốc tế,2026-01-06,Dữ liệu tổng hợp mô phỏng
HCM0147,TP.HCM,Quận 4,Phường 1,Jamona Residence,Chung cư,Đang bán,79.7,2,2,Bắc,33,2020,Sổ hồng 50 năm,Cơ bản,6.42,80.5,17.7,Ô tô riêng,Không,Không,Có,View sông thoáng,2026-01-24,Dữ liệu tổng hợp mô phỏng
HCM0148,TP.HCM,Phú Nhuận,Phường 9,Botanica Premier,Chung cư,Đang bán,66.3,2,2,Đông Bắc,3,2016,Sổ hồng lâu dài,Cơ bản,5.59,84.3,21.7,Ô tô + xe máy,Có,Không,Có,Đầy đủ tiện ích,2025-11-18,Dữ liệu tổng hợp mô phỏng
HCM0149,TP.HCM,Quận 2,Bình An,Masteri Thảo Điền,Chung cư,Đang bán,60.9,2,2,Đông Bắc,41,2019,Sổ hồng lâu dài,Cơ bản,7.37,121.0,16.6,Ô tô + xe máy,Không,Có,Có,Đầy đủ tiện ích,2025-10-26,Dữ liệu tổng hợp mô phỏng
HCM0150,TP.HCM,Thủ Đức,An Khánh,Opal Riverside,Chung cư,Chuyển nhượng,94.6,3,2,Tây,35,2012,Sổ hồng 50 năm,Full nội thất,7.68,81.2,9.8,Ô tô + xe máy,Không,Có,Có,Ban công rộng,2026-01-13,Dữ liệu tổng hợp mô phỏng
HCM0151,TP.HCM,Bình Thạnh,Phường 14,Sunwah Pearl,Chung cư,Cần bán gấp,46.3,1,1,Nam,28,2023,Sổ hồng lâu dài,Full nội thất,4.66,100.6,19.6,Xe máy,Có,Không,Có,View nội khu yên tĩnh,2026-03-30,Dữ liệu tổng hợp mô phỏng
HCM0152,TP.HCM,Bình Tân,An Lạc,Masteri Grand,Chung cư,Đang bán,64.7,2,2,Đông Bắc,28,2012,HĐMB,Cơ bản,3.07,47.5,9.2,Ô tô + xe máy,Có,Có,Có,Ban công rộng,2025-10-12,Dữ liệu tổng hợp mô phỏng
HCM0153,TP.HCM,Bình Thạnh,Phường 25,Richmond City,Chung cư,Đang bán,59.6,2,2,Tây Nam,3,2026,Sổ hồng lâu dài,Nội thất cao cấp,6.19,103.9,21.6,Ô tô + xe máy,Có,Không,Có,Căn góc,2025-12-15,Dữ liệu tổng hợp mô phỏng
HCM0154,TP.HCM,Quận 4,Phường 1,Kingdom Residence,Chung cư,Đang bán,54.1,1,1,Đông Nam,16,2015,HĐMB,Full nội thất,5.16,95.3,18.7,Ô tô + xe máy,Có,Có,Có,Căn góc,2026-02-13,Dữ liệu tổng hợp mô phỏng
HCM0155,TP.HCM,Quận 1,Bến Thành,Vinhomes Golden River,Chung cư,Đang bán,89.3,3,3,Đông Nam,23,2019,Sổ hồng lâu dài,Cơ bản,17.11,191.6,13.1,Không rõ,Không,Có,Có,View nội khu yên tĩnh,2026-04-02,Dữ liệu tổng hợp mô phỏng
HCM0156,TP.HCM,Bình Tân,Tân Tạo,Sunwah City,Chung cư,Đang bán,76.9,2,2,Tây Bắc,13,2013,Sổ hồng lâu dài,Cơ bản,3.24,42.1,23.8,Ô tô + xe máy,Có,Có,Không,View sông thoáng,2026-01-22,Dữ liệu tổng hợp mô phỏng
HCM0157,TP.HCM,Bình Tân,An Lạc,Masteri Tower,Chung cư,Đang bán,50.7,1,1,Tây Nam,4,2026,Sổ hồng lâu dài,Nội thất cao cấp,2.45,48.3,18.4,Xe máy,Có,Không,Có,Gần trường quốc tế,2026-02-13,Dữ liệu tổng hợp mô phỏng
HCM0158,TP.HCM,Quận 1,Nguyễn Thái Bình,Vinhomes Golden River,Chung cư,Đang bán,69.0,2,2,Đông,14,2012,HĐMB,Full nội thất,10.22,148.2,13.1,Ô tô + xe máy,Không,Có,Có,Gần trung tâm thương mại,2026-02-08,Dữ liệu tổng hợp mô phỏng
HCM0159,TP.HCM,Gò Vấp,Phường 7,Jamona Vista,Chung cư,Đang bán,76.1,2,2,Đông Bắc,17,2023,Sổ hồng lâu dài,Cơ bản,4.46,58.6,16.5,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2026-01-17,Dữ liệu tổng hợp mô phỏng
HCM0160,TP.HCM,Bình Thạnh,Phường 14,Vinhomes Central Park,Chung cư,Chuyển nhượng,69.0,2,2,Đông Bắc,25,2024,Sổ hồng lâu dài,Cơ bản,7.75,112.2,18.8,Ô tô riêng,Có,Có,Có,Gần tuyến metro,2025-10-17,Dữ liệu tổng hợp mô phỏng
HCM0161,TP.HCM,Bình Thạnh,Phường 25,Akari Riverside,Chung cư,Đang bán,71.2,2,2,Bắc,13,2025,HĐMB,Full nội thất,8.48,119.1,15.5,Ô tô + xe máy,Không,Có,Có,View nội khu yên tĩnh,2026-02-03,Dữ liệu tổng hợp mô phỏng
HCM0162,TP.HCM,Thủ Đức,Hiệp Bình Chánh,Kingdom Garden,Chung cư,Cần bán gấp,64.8,2,2,Tây Bắc,26,2020,Sổ hồng lâu dài,Cơ bản,5.06,78.1,15.3,Ô tô riêng,Có,Có,Có,Gần trung tâm thương mại,2026-04-09,Dữ liệu tổng hợp mô phỏng
HCM0163,TP.HCM,Quận 2,Thảo Điền,Akari Tower,Chung cư,Đang bán,93.8,3,3,Đông,22,2025,Sổ hồng lâu dài,Full nội thất,13.96,148.8,11.7,Ô tô riêng,Không,Có,Có,View sông thoáng,2025-12-22,Dữ liệu tổng hợp mô phỏng
HCM0164,TP.HCM,Thủ Đức,Hiệp Bình Chánh,Masteri An Phú,Chung cư,Cần bán gấp,66.2,2,2,Tây Nam,22,2018,HĐMB,Cơ bản,4.94,74.6,20.2,Không rõ,Không,Có,Có,Gần công viên,2026-01-01,Dữ liệu tổng hợp mô phỏng
HCM0165,TP.HCM,Thủ Đức,Trường Thọ,Vinhomes Grand Park,Chung cư,Chuyển nhượng,122.7,3,3,Tây Bắc,4,2018,Đang chờ sổ,Cơ bản,7.66,62.4,17.8,Ô tô + xe máy,Không,Không,Không,Gần công viên,2026-01-02,Dữ liệu tổng hợp mô phỏng
HCM0166,TP.HCM,Quận 1,Đa Kao,Grand Marina Saigon,Chung cư,Chuyển nhượng,76.1,2,2,Tây,31,2015,HĐMB,Full nội thất,14.05,184.5,17.1,Ô tô + xe máy,Có,Có,Có,Gần tuyến metro,2025-10-24,Dữ liệu tổng hợp mô phỏng
HCM0167,TP.HCM,Thủ Đức,Linh Đông,Vinhomes Grand Park,Chung cư,Đang bán,47.0,1,1,Bắc,13,2012,Sổ hồng lâu dài,Nội thất cao cấp,3.25,69.2,11.6,Ô tô + xe máy,Có,Không,Không,Gần trường quốc tế,2026-01-03,Dữ liệu tổng hợp mô phỏng
HCM0168,TP.HCM,Quận 7,Bình Thuận,Sunshine Diamond River,Chung cư,Đang bán,90.3,3,3,Tây Bắc,10,2013,Sổ hồng 50 năm,Cơ bản,6.55,72.5,8.4,Ô tô + xe máy,Không,Có,Có,Ban công rộng,2025-10-29,Dữ liệu tổng hợp mô phỏng
HCM0169,TP.HCM,Quận 1,Nguyễn Thái Bình,Lancaster Legacy,Chung cư,Đang bán,67.7,2,2,Đông Bắc,7,2013,Sổ hồng lâu dài,Nội thất cao cấp,12.18,180.0,24.3,Ô tô riêng,Có,Có,Có,Gần trung tâm thương mại,2025-12-16,Dữ liệu tổng hợp mô phỏng
HCM0170,TP.HCM,Phú Nhuận,Phường 15,Kingston Residence,Chung cư,Đang bán,53.8,1,1,Nam,14,2021,Sổ hồng lâu dài,Full nội thất,5.07,94.2,20.6,Ô tô + xe máy,Có,Không,Có,Căn góc,2025-11-11,Dữ liệu tổng hợp mô phỏng
HCM0171,TP.HCM,Quận 7,Tân Hưng,Sunrise City,Chung cư,Đang bán,116.1,3,2,Nam,33,2019,HĐMB,Cơ bản,8.59,74.0,22.5,Ô tô + xe máy,Có,Có,Không,View sông thoáng,2025-12-08,Dữ liệu tổng hợp mô phỏng
HCM0172,TP.HCM,Quận 4,Phường 13,Opal Grand,Chung cư,Đang bán,96.3,3,2,Tây Nam,19,2018,Đang chờ sổ,Nhà thô,7.09,73.6,8.5,Xe máy,Không,Có,Có,Gần trung tâm thương mại,2026-03-08,Dữ liệu tổng hợp mô phỏng
HCM0173,TP.HCM,Thủ Đức,An Lợi Đông,Celadon Park,Chung cư,Chuyển nhượng,70.6,2,2,Đông Nam,34,2024,HĐMB,Nhà thô,5.38,76.2,21.9,Ô tô + xe máy,Có,Có,Có,Ban công rộng,2026-01-22,Dữ liệu tổng hợp mô phỏng
HCM0174,TP.HCM,Gò Vấp,Phường 7,Saigon Royal Grand,Chung cư,Cho thuê mua,66.6,2,2,Bắc,40,2023,Sổ hồng lâu dài,Cơ bản,4.73,71.1,20.4,Không rõ,Không,Có,Có,Căn góc,2026-01-30,Dữ liệu tổng hợp mô phỏng
HCM0175,TP.HCM,Quận 7,Phú Mỹ,The Peak Midtown,Chung cư,Chuyển nhượng,105.5,3,3,Đông Bắc,22,2015,Sổ hồng lâu dài,Full nội thất,9.28,88.0,15.6,Xe máy,Không,Không,Có,Căn góc,2026-02-20,Dữ liệu tổng hợp mô phỏng
HCM0176,TP.HCM,Quận 4,Phường 13,Sunrise Riverside,Chung cư,Chuyển nhượng,60.2,2,2,Đông Nam,21,2022,Sổ hồng lâu dài,Nội thất cao cấp,5.5,91.4,22.6,Ô tô + xe máy,Có,Không,Không,Gần công viên,2025-11-23,Dữ liệu tổng hợp mô phỏng
HCM0177,TP.HCM,Thủ Đức,Hiệp Bình Chánh,Celadon Garden,Chung cư,Cần bán gấp,45.5,1,1,Tây Bắc,38,2018,Sổ hồng lâu dài,Nội thất cao cấp,3.71,81.5,18.5,Ô tô + xe máy,Không,Có,Có,Đầy đủ tiện ích,2025-10-31,Dữ liệu tổng hợp mô phỏng
HCM0178,TP.HCM,Bình Thạnh,Phường 26,Saigon Pearl,Chung cư,Đang bán,41.6,1,1,Tây Nam,26,2024,HĐMB,Nội thất cao cấp,5.09,122.2,20.4,Ô tô + xe máy,Không,Có,Có,Ban công rộng,2025-11-01,Dữ liệu tổng hợp mô phỏng
HCM0179,TP.HCM,Quận 4,Phường 2,Celadon Pearl,Chung cư,Đang bán,72.1,2,2,Đông Nam,20,2026,Sổ hồng lâu dài,Cơ bản,7.31,101.4,12.0,Ô tô riêng,Không,Có,Có,Gần trường quốc tế,2026-03-17,Dữ liệu tổng hợp mô phỏng
HCM0180,TP.HCM,Tân Bình,Phường 2,Botanica Premier,Chung cư,Đang bán,54.9,1,1,Tây Nam,17,2015,Sổ hồng lâu dài,Full nội thất,3.46,63.0,12.3,Ô tô + xe máy,Không,Có,Có,Gần trung tâm thương mại,2026-02-09,Dữ liệu tổng hợp mô phỏng
HCM0181,TP.HCM,Thủ Đức,Linh Đông,Moonlight Avenue,Chung cư,Chuyển nhượng,55.8,1,1,Tây Nam,42,2024,HĐMB,Cơ bản,5.1,91.5,13.8,Ô tô + xe máy,Không,Không,Có,Ban công rộng,2026-03-04,Dữ liệu tổng hợp mô phỏng
HCM0182,TP.HCM,Quận 2,Thủ Thiêm,Sala Sarimi,Chung cư,Chuyển nhượng,64.4,2,2,Đông,28,2016,Sổ hồng lâu dài,Full nội thất,7.36,114.3,24.8,Ô tô + xe máy,Không,Có,Không,Đầy đủ tiện ích,2025-11-14,Dữ liệu tổng hợp mô phỏng
HCM0183,TP.HCM,Bình Thạnh,Phường 13,Sunwah Pearl,Chung cư,Đang bán,84.0,3,3,Tây,25,2015,Sổ hồng lâu dài,Cơ bản,7.84,93.3,17.3,Ô tô + xe máy,Có,Có,Có,View nội khu yên tĩnh,2026-02-10,Dữ liệu tổng hợp mô phỏng
HCM0184,TP.HCM,Thủ Đức,Trường Thọ,Vinhomes Grand Park,Chung cư,Đang bán,39.6,1,1,Đông Nam,19,2019,Đang chờ sổ,Full nội thất,2.54,64.2,15.4,Ô tô + xe máy,Có,Không,Có,Tầng trung đẹp,2025-10-24,Dữ liệu tổng hợp mô phỏng
HCM0185,TP.HCM,Phú Nhuận,Phường 15,Saigon Royal Premier,Chung cư,Cho thuê mua,90.6,3,2,Đông,41,2023,Sổ hồng lâu dài,Nhà thô,8.4,92.7,18.0,Ô tô + xe máy,Có,Có,Có,View nội khu yên tĩnh,2026-01-16,Dữ liệu tổng hợp mô phỏng
HCM0186,TP.HCM,Bình Thạnh,Phường 22,Sunwah Residence,Chung cư,Đang bán,60.0,2,2,Đông Nam,33,2014,HĐMB,Cơ bản,6.74,112.4,16.2,Xe máy,Không,Có,Có,View nội khu yên tĩnh,2026-03-23,Dữ liệu tổng hợp mô phỏng
HCM0187,TP.HCM,Bình Thạnh,Phường 13,Saigon Pearl,Chung cư,Chuyển nhượng,97.8,3,3,Đông Nam,36,2019,HĐMB,Cơ bản,10.94,111.9,21.5,Ô tô + xe máy,Có,Có,Có,View nội khu yên tĩnh,2026-02-16,Dữ liệu tổng hợp mô phỏng
HCM0188,TP.HCM,Quận 2,Thủ Thiêm,Masteri Thảo Điền,Chung cư,Đang bán,64.0,2,2,Tây Bắc,4,2017,HĐMB,Nhà thô,8.73,136.4,16.1,Xe máy,Không,Có,Không,Đầy đủ tiện ích,2026-02-06,Dữ liệu tổng hợp mô phỏng
HCM0189,TP.HCM,Quận 4,Phường 13,Celadon City,Chung cư,Cần bán gấp,69.0,2,2,Đông Bắc,16,2019,Sổ hồng lâu dài,Full nội thất,5.2,75.4,19.5,Ô tô + xe máy,Có,Có,Không,Đầy đủ tiện ích,2026-03-21,Dữ liệu tổng hợp mô phỏng
HCM0190,TP.HCM,Gò Vấp,Phường 10,Vinhomes Heights,Chung cư,Cần bán gấp,83.0,2,2,Tây Nam,33,2013,Sổ hồng lâu dài,Nội thất cao cấp,4.67,56.3,10.6,Xe máy,Có,Có,Có,Gần tuyến metro,2026-01-04,Dữ liệu tổng hợp mô phỏng
HCM0191,TP.HCM,Quận 7,Bình Thuận,Scenic Valley,Chung cư,Chuyển nhượng,73.7,2,2,Tây Nam,21,2017,Sổ hồng lâu dài,Cơ bản,5.14,69.8,16.8,Ô tô riêng,Có,Không,Có,Tầng trung đẹp,2025-12-01,Dữ liệu tổng hợp mô phỏng
HCM0192,TP.HCM,Quận 7,Tân Quy,The Peak Midtown,Chung cư,Đang bán,108.6,3,2,Bắc,12,2024,Sổ hồng lâu dài,Full nội thất,8.76,80.7,13.5,Không rõ,Có,Có,Có,Gần trường quốc tế,2025-12-21,Dữ liệu tổng hợp mô phỏng
HCM0193,TP.HCM,Quận 1,Bến Nghé,Jamona Park,Chung cư,Đang bán,38.7,1,1,Đông Bắc,33,2024,Sổ hồng lâu dài,Nội thất cao cấp,7.44,191.9,19.1,Không rõ,Không,Không,Có,Gần tuyến metro,2025-11-20,Dữ liệu tổng hợp mô phỏng
HCM0194,TP.HCM,Phú Nhuận,Phường 9,Orchard Garden,Chung cư,Đang bán,115.0,3,2,Bắc,17,2025,Sổ hồng lâu dài,Cơ bản,10.61,92.3,21.0,Ô tô + xe máy,Không,Có,Không,View sông thoáng,2026-03-03,Dữ liệu tổng hợp mô phỏng
HCM0195,TP.HCM,Bình Thạnh,Phường 25,Sunrise Park,Chung cư,Chuyển nhượng,111.4,3,3,Tây,29,2023,Sổ hồng 50 năm,Cơ bản,11.19,100.4,21.9,Không rõ,Có,Có,Có,Đầy đủ tiện ích,2025-12-09,Dữ liệu tổng hợp mô phỏng
HCM0196,TP.HCM,Quận 7,Tân Quy,Sunshine Diamond River,Chung cư,Đang bán,102.1,3,3,Tây,40,2015,Sổ hồng lâu dài,Full nội thất,9.39,91.9,10.9,Ô tô + xe máy,Có,Có,Có,View nội khu yên tĩnh,2026-03-02,Dữ liệu tổng hợp mô phỏng
HCM0197,TP.HCM,Bình Tân,An Lạc,Vinhomes Grand,Chung cư,Chuyển nhượng,120.2,4,2,Đông,5,2014,Đang chờ sổ,Cơ bản,6.45,53.7,20.0,Ô tô + xe máy,Có,Có,Có,Tầng trung đẹp,2026-03-19,Dữ liệu tổng hợp mô phỏng
HCM0198,TP.HCM,Gò Vấp,Phường 3,Opal Grand,Chung cư,Chuyển nhượng,120.4,3,3,Bắc,9,2016,Sổ hồng lâu dài,Nội thất cao cấp,7.39,61.4,13.1,Ô tô + xe máy,Không,Có,Có,Gần tuyến metro,2026-03-16,Dữ liệu tổng hợp mô phỏng
HCM0199,TP.HCM,Thủ Đức,An Khánh,Vinhomes Grand Park,Chung cư,Cần bán gấp,65.2,2,2,Nam,13,2023,Sổ hồng lâu dài,Cơ bản,5.01,76.9,22.7,Ô tô + xe máy,Không,Không,Không,Ban công rộng,2026-02-15,Dữ liệu tổng hợp mô phỏng
HCM0200,TP.HCM,Quận 1,Bến Nghé,The MarQ,Chung cư,Đang bán,58.5,2,2,Tây Bắc,9,2019,Sổ hồng lâu dài,Cơ bản,9.6,164.1,12.3,Ô tô + xe máy,Có,Không,Có,Gần tuyến metro,2025-11-10,Dữ liệu tổng hợp mô phỏng
